#index	label	wavelength	comment
540	V 17c                     0 		# type: c, net cooling due to database species
541	V 17h                     0 		# type: h, heating due to database species
542	V 18c                     0 		# type: c, net cooling due to database species
543	V 18h                     0 		# type: h, heating due to database species
544	V 19c                     0 		# type: c, net cooling due to database species
545	V 19h                     0 		# type: h, heating due to database species
546	V 20c                     0 		# type: c, net cooling due to database species
547	V 20h                     0 		# type: h, heating due to database species
548	V 21c                     0 		# type: c, net cooling due to database species
549	V 21h                     0 		# type: h, heating due to database species
550	V  4c                     0 		# type: c, net cooling due to database species
551	V  4h                     0 		# type: h, heating due to database species
552	V  6c                     0 		# type: c, net cooling due to database species
553	V  6h                     0 		# type: h, heating due to database species
554	V  7c                     0 		# type: c, net cooling due to database species
555	V  7h                     0 		# type: h, heating due to database species
556	V  8c                     0 		# type: c, net cooling due to database species
557	V  8h                     0 		# type: h, heating due to database species
558	V  9c                     0 		# type: c, net cooling due to database species
559	V  9h                     0 		# type: h, heating due to database species
560	Zn19c                     0 		# type: c, net cooling due to database species
561	Zn19h                     0 		# type: h, heating due to database species
562	Zn 2c                     0 		# type: c, net cooling due to database species
563	Zn 2h                     0 		# type: h, heating due to database species
564	Zn 4c                     0 		# type: c, net cooling due to database species
565	Zn 4h                     0 		# type: h, heating due to database species
566	Al10c                     0 		# type: c, net cooling due to database species
567	Al10h                     0 		# type: h, heating due to database species
568	Al11c                     0 		# type: c, net cooling due to database species
569	Al11h                     0 		# type: h, heating due to database species
570	Al 2c                     0 		# type: c, net cooling due to database species
